state,total_medicaid_enrollees,total_viii_group_enrollees,total_viii_group_newly_eligible_enrollees,total_viii_group_not_newly_eligible_enrollees,updated_year,updated_month,enrollment_year,enrollment_month,notes
Alaska,154297,19265,19265,,2017,9,2016,3,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Kentucky,1306031,458385,458385,,2017,9,2016,8,
Delaware,203024,59474,10523,48951,2017,9,2016,5,
Mississippi,726638,,,,2017,9,2016,1,
"American Samoa",40517,,,,2017,9,2016,1,
Oregon,1103589,556715,481309,75406,2017,9,2016,4,
Alaska,175135,29710,29595,115,2018,8,2016,11,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Kansas,390596,,,,2017,9,2016,4,
Georgia,1830873,,,,2018,8,2016,12,
Idaho,309183,,,,2017,9,2016,7,
"American Samoa",40517,,,,2017,9,2016,4,
Michigan,2346096,650368,603811,46557,2018,8,2016,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Colorado,1338692,450850,448590,2260,2017,9,2016,8,
Illinois,2950901,686627,657551,29076,2017,9,2016,3,
Minnesota,1140230,186630,185707,923,2017,9,2016,6,
Hawaii,323301,111557,32621,78936,2017,9,2016,2,
Washington,1811835,592910,577915,14995,2017,9,2016,3,
California,13029364,3625526,3625526,0,2017,9,2016,3,"Awaiting state reporting/enrollment reasonableness review in progress"
Montana,208391,53334,53334,,2017,9,2016,6,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Wisconsin,1193804,,,,2017,9,2016,8,
Idaho,304470,,,,2017,9,2016,2,
Vermont,202600,63178,,63178,2017,9,2016,6,
Wisconsin,1197358,,,,2017,9,2016,5,
Pennsylvania,2767234,728144,684877,43267,2017,9,2016,6,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"South Dakota",108070,,,,2017,9,2016,7,
Delaware,203393,60366,11199,49167,2018,8,2016,12,
Illinois,2911802,678900,646321,32579,2017,9,2016,7,
Oregon,1001224,485737,408395,77342,2017,9,2016,9,
Alaska,173746,30038,29915,123,2018,8,2016,12,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Nevada,597429,203163,203163,,2017,9,2016,9,
Illinois,2900838,679268,644632,34636,2018,8,2016,10,
Montana,224263,65236,65236,0,2018,8,2016,11,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Louisiana,1547806,288584,288584,,2017,9,2016,7,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
"South Dakota",108193,,,,2017,9,2016,5,
Oklahoma,679451,,,,2018,8,2016,11,
Louisiana,1621257,376668,376668,0,2018,8,2016,12,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Texas,4320074,,,,2017,9,2016,3,
Ohio,3161019,706117,648400,57717,2017,9,2016,2,
"District of Columbia",240034,117439,75188,42251,2017,9,2016,7,
"North Dakota",93599,21006,20005,1001,2017,9,2016,9,"Awaiting state reporting/enrollment reasonableness review in progress"
Colorado,1343704,452872,450632,2240,2018,8,2016,12,
"New Mexico",884014,256397,256397,0,2018,8,2016,10,
"New York",6128726,1888489,273652,1614837,2017,9,2016,8,
Oklahoma,669196,,,,2017,9,2016,1,
Idaho,306008,,,,2017,9,2016,4,
Utah,336329,,,,2017,9,2016,2,
Hawaii,330503,116154,21834,94320,2018,8,2016,12,
Alabama,1041933,,,,2017,9,2016,5,
"New York",6071555,1836637,277769,1558868,2018,8,2016,12,
Washington,1830365,603871,589390,14481,2018,8,2016,10,
"N. Mariana Islands",17000,,,,2017,9,2016,5,
Arizona,1884735,422256,111713,310543,2017,9,2016,5,
Texas,4359534,,,,2018,8,2016,10,
Kansas,394791,,,,2017,9,2016,5,
Illinois,2967087,687673,660610,27063,2017,9,2016,1,
Indiana,1314616,402951,246273,156678,2017,9,2016,7,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"South Dakota",109092,,,,2017,9,2016,2,
Utah,337586,,,,2017,9,2016,3,
Wyoming,61282,,,,2018,8,2016,11,
"District of Columbia",235418,118582,75422,43160,2017,9,2016,8,
"North Dakota *",93661,20987,19967,1020,2018,8,2016,10,"Awaiting state reporting/enrollment reasonableness review in progress"
Oklahoma,664976,,,,2017,9,2016,3,
Nebraska,235898,,,,2017,9,2016,6,
Maryland,1126993,258610,258610,,2017,9,2016,5,
"North Dakota",92586,21175,20204,971,2017,9,2016,3,"Awaiting state reporting/enrollment reasonableness review in progress"
Arizona,1936255,424130,109358,314772,2018,8,2016,10,
Indiana,1289875,391312,246736,144576,2017,9,2016,5,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"N. Mariana Islands",17000,,,,2017,9,2016,1,
California,12656781,3673905,3673905,0,2017,9,2016,6,"Awaiting state reporting/enrollment reasonableness review in progress"
"Virgin Islands",22810,4145,,4145,2017,9,2016,8,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Montana,196696,43550,43550,,2017,9,2016,2,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Guam,35610,3482,,3482,2018,8,2016,11,
Nevada,603485,207966,207966,0,2018,8,2016,12,
Arkansas,909814,307264,296757,10507,2017,9,2016,7,
Maryland,1137919,264581,264581,,2017,9,2016,6,
"District of Columbia",242601,122170,76491,45679,2017,9,2016,9,
"South Carolina",1261850,,,,2018,8,2016,10,
Missouri,983572,,,,2017,9,2016,9,
"Virgin Islands",24229,3887,,3887,2017,9,2016,3,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
"South Dakota",108051,,,,2017,9,2016,9,
Maine,268884,,,,2017,9,2016,4,
Missouri,969209,,,,2017,9,2016,2,
Illinois,2903904,679330,645395,33935,2017,9,2016,9,
Missouri,988818,,,,2018,8,2016,11,
Iowa,590695,149316,138485,10831,2017,9,2016,2,
Ohio,3125387,707594,648967,58627,2017,9,2016,4,
Kentucky,1314991,461256,461256,0,2018,8,2016,10,
Georgia,1860143,,,,2017,9,2016,8,
"American Samoa",41214,,,,2018,8,2016,10,
Colorado,1308021,416433,414352,2081,2017,9,2016,1,
"West Virginia",565524,179972,179972,,2017,9,2016,3,
Arkansas,880172,299806,289252,10554,2017,9,2016,6,
Maryland,1167236,280955,280955,0,2018,8,2016,10,
Michigan,2317216,636668,592377,44291,2017,9,2016,2,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Illinois,2928304,681058,650129,30929,2017,9,2016,5,
Utah,336235,,,,2017,9,2016,4,
Washington,1818645,597229,582523,14706,2017,9,2016,7,
"Virgin Islands",24241,3469,,3469,2017,9,2016,1,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Georgia,1835385,,,,2018,8,2016,10,
Arkansas,891368,290780,279649,11131,2017,9,2016,4,
"South Dakota",107776,,,,2018,8,2016,12,
"North Dakota",93315,21413,20414,999,2017,9,2016,5,"Awaiting state reporting/enrollment reasonableness review in progress"
Iowa,594879,149143,138343,10800,2017,9,2016,8,
Hawaii,330837,113255,21074,92181,2017,9,2016,8,
"North Carolina",2042947,,,,2017,9,2016,3,
"New Jersey",1706351,566878,566878,0,2018,8,2016,11,
Kansas,407918,,,,2017,9,2016,9,
Maryland,1156987,273965,273965,,2017,9,2016,8,
Guam,35059,3345,,3345,2017,9,2016,9,
Missouri,987840,,,,2018,8,2016,12,
"American Samoa",40517,,,,2017,9,2016,3,
Connecticut,836716,193209,180737,12472,2017,9,2016,1,
"New Hampshire",203100,54848,54622,226,2018,8,2016,11,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Kentucky,1281313,443292,443292,,2017,9,2016,2,
Mississippi,726473,,,,2017,9,2016,6,
Utah,332287,,,,2017,9,2016,7,
"North Carolina",2085729,,,,2018,8,2016,12,
Ohio,3053406,713523,656058,57465,2017,9,2016,8,
Indiana,1271823,371378,226789,144589,2017,9,2016,2,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Florida,4031259,,,,2017,9,2016,1,
Kansas,408145,,,,2018,8,2016,10,
Minnesota,1169698,190523,189798,725,2017,9,2016,5,
Kansas,367470,,,,2017,9,2016,1,
Guam,35209,3223,,3223,2017,9,2016,6,
Maine,263764,,,,2017,9,2016,9,
Totals,75091112,14950167,11567039,3383128,2017,9,2016,9,
Louisiana,1571862,324122,324122,,2017,9,2016,9,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
"Rhode Island",289089,63233,63233,0,2018,8,2016,11,
Kentucky,1274341,439263,439263,,2017,9,2016,1,
Kansas,400709,,,,2017,9,2016,6,
Texas,4346036,,,,2018,8,2016,12,
Mississippi,714223,,,,2018,8,2016,11,
Hawaii,325600,113162,20332,92830,2017,9,2016,4,
Maryland,1183022,291044,291044,0,2018,8,2016,12,
Utah,331913,,,,2017,9,2016,9,
"South Dakota",107677,,,,2018,8,2016,10,
"South Carolina",1182911,,,,2017,9,2016,1,
Arkansas,952156,323993,313777,10216,2018,8,2016,10,
Wisconsin,1201778,,,,2017,9,2016,2,
Mississippi,715980,,,,2018,8,2016,10,
Nebraska,237714,,,,2017,9,2016,8,
Washington,1810216,593545,578723,14822,2017,9,2016,5,
Massachusetts,1830632,394574,,394574,2017,9,2016,1,
Pennsylvania,2747729,702758,664051,38707,2017,9,2016,3,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Arkansas,925105,279089,267364,11725,2017,9,2016,1,
"West Virginia",570205,182336,182336,0,2018,8,2016,11,
Nevada,590856,202255,202255,,2017,9,2016,5,
"North Dakota",93422,21232,20230,1002,2017,9,2016,6,"Awaiting state reporting/enrollment reasonableness review in progress"
Kansas,384903,,,,2017,9,2016,3,
Alaska,158127,22377,22377,,2017,9,2016,6,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Indiana,1323145,422299,266801,155498,2018,8,2016,11,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"Puerto Rico",1257015,364643,,364643,2017,9,2016,4,
"North Carolina",2063552,,,,2017,9,2016,9,
Louisiana,1461054,,,,2017,9,2016,5,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Michigan,2313378,622760,580056,42704,2017,9,2016,5,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
California,11918569,3751905,3751905,0,2018,8,2016,12,
Oregon,1055130,522421,445483,76938,2017,9,2016,6,
Nebraska,233747,,,,2017,9,2016,2,
Wyoming,62411,,,,2018,8,2016,12,
"American Samoa",40517,,,,2017,9,2016,2,
Nebraska,239811,,,,2018,8,2016,10,
"District of Columbia",246961,117042,75030,42012,2017,9,2016,6,
Maine,264302,,,,2017,9,2016,8,
Texas,4309855,,,,2017,9,2016,7,
Kansas,406903,,,,2017,9,2016,8,
Massachusetts,1833781,379555,,379555,2017,9,2016,9,
Wisconsin,1185344,,,,2018,8,2016,12,
"American Samoa",40517,,,,2017,9,2016,5,
"New York",6127075,1892714,272329,1620385,2017,9,2016,7,
Texas,4326083,,,,2017,9,2016,1,
Montana,220902,61879,61879,0,2018,8,2016,10,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Montana,208636,54775,54775,,2017,9,2016,7,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Montana,201305,46688,46688,,2017,9,2016,3,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Wisconsin,1195052,,,,2017,9,2016,4,
Louisiana,1469271,,,,2017,9,2016,4,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Connecticut,862818,211602,196977,14625,2017,9,2016,6,
"New Jersey",1703620,563579,563579,,2017,9,2016,3,
Kansas,403697,,,,2017,9,2016,7,
Florida,3987962,,,,2017,9,2016,6,
"Rhode Island",281565,60455,60455,,2017,9,2016,3,
"South Carolina",1227515,,,,2017,9,2016,5,
Hawaii,322441,110595,32618,77977,2017,9,2016,1,
Vermont,186722,59339,0,59339,2018,8,2016,12,
Minnesota,1129729,186938,186122,816,2018,8,2016,12,
California,12139096,3707710,3707710,0,2018,8,2016,10,
"South Dakota",108226,,,,2017,9,2016,4,
Totals,76493609,14556566,11050058,3506508,2017,9,2016,1,
Arkansas,949249,322921,313139,9782,2018,8,2016,11,
Arizona,1920786,421259,108408,312851,2017,9,2016,9,
California,12771628,3656474,3656474,0,2017,9,2016,5,"Awaiting state reporting/enrollment reasonableness review in progress"
Alabama,1031957,,,,2018,8,2016,10,
"North Carolina",2080802,,,,2018,8,2016,11,
Vermont,210672,66480,,66480,2017,9,2016,4,
Hawaii,329073,114546,21209,93337,2018,8,2016,11,
"North Carolina",2074077,,,,2018,8,2016,10,
Louisiana,1461548,,,,2017,9,2016,6,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Kansas,377906,,,,2017,9,2016,2,
Texas,4342578,,,,2017,9,2016,8,
"Virgin Islands",23600,4406,,4406,2017,9,2016,5,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Vermont,189882,59470,,59470,2017,9,2016,9,
"N. Mariana Islands",17000,,,,2017,9,2016,8,
Massachusetts,1819279,381508,,381508,2017,9,2016,6,
Virginia,987290,,,,2017,9,2016,1,
Virginia,996070,,,,2017,9,2016,5,
Nevada,584607,199534,199534,,2017,9,2016,1,
"Puerto Rico",1281065,382368,,382368,2017,9,2016,7,
"N. Mariana Islands",15472,,,,2018,8,2016,10,
Missouri,973768,,,,2017,9,2016,4,
Iowa,582561,145580,135081,10499,2017,9,2016,1,
Oregon,1026271,499046,417865,81181,2018,8,2016,10,
"North Carolina",2038352,,,,2017,9,2016,4,
Maryland,1115302,253412,253412,,2017,9,2016,4,
Maryland,1175307,285679,285679,0,2018,8,2016,11,
Mississippi,722015,,,,2017,9,2016,7,
"Rhode Island",285492,61512,61512,,2017,9,2016,9,
Oklahoma,671137,,,,2017,9,2016,8,
Wyoming,64006,,,,2017,9,2016,3,
Montana,205694,54756,54756,,2017,9,2016,8,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Washington,1837842,610660,596403,14257,2018,8,2016,11,
Mississippi,719344,,,,2017,9,2016,8,
Idaho,303906,,,,2017,9,2016,1,
Georgia,1833019,,,,2018,8,2016,11,
"New York",6103806,1869318,273067,1596251,2017,9,2016,9,
"South Carolina",1208280,,,,2017,9,2016,3,
"New Hampshire",191093,52575,52340,235,2017,9,2016,4,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"North Carolina",2031029,,,,2017,9,2016,2,
Illinois,2917636,679861,648044,31817,2017,9,2016,6,
Mississippi,729028,,,,2017,9,2016,4,
Connecticut,857309,216913,201597,15316,2017,9,2016,9,
Wyoming,64156,,,,2017,9,2016,7,
Hawaii,329234,115642,20853,94789,2017,9,2016,7,
Guam,36179,3002,,3002,2017,9,2016,1,
"New Jersey",1704069,565140,565140,,2017,9,2016,4,
Michigan,2315935,631548,587473,44075,2017,9,2016,3,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Maine,266872,,,,2017,9,2016,6,
"North Dakota *",93170,20981,19965,1016,2018,8,2016,12,"Awaiting state reporting/enrollment reasonableness review in progress"
"District of Columbia",247513,105643,66692,38951,2018,8,2016,11,
Arizona,1942629,428138,110445,317693,2018,8,2016,11,
Delaware,202383,59534,10736,48798,2017,9,2016,6,
"Virgin Islands",23177,4389,,4389,2017,9,2016,7,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Wyoming,64245,,,,2017,9,2016,2,
Ohio,3172863,697479,641142,56337,2017,9,2016,1,
"District of Columbia",245406,111744,72002,39742,2017,9,2016,1,
Wyoming,63900,,,,2017,9,2016,9,
Michigan,2315657,626774,582929,43845,2017,9,2016,4,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"South Dakota",108339,,,,2017,9,2016,6,
Minnesota,1147089,189184,188370,814,2018,8,2016,11,
California,12159504,3576427,3576427,0,2017,9,2016,8,"Awaiting state reporting/enrollment reasonableness review in progress"
Guam,35689,3365,,3365,2017,9,2016,8,
Montana,225413,68027,68027,0,2018,8,2016,12,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Virginia,988914,,,,2017,9,2016,2,
Tennessee,1714182,,,,2018,8,2016,10,
"New Mexico",864239,245826,245826,,2017,9,2016,5,
Maine,267907,,,,2017,9,2016,5,
"West Virginia",565742,178898,178898,,2017,9,2016,7,
Missouri,964403,,,,2017,9,2016,1,
Pennsylvania,2799338,751041,707912,43129,2017,9,2016,9,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Massachusetts,1841526,384561,,384561,2017,9,2016,8,
Connecticut,860758,208427,194702,13725,2017,9,2016,4,
Delaware,221831,67907,11463,56444,2017,9,2016,2,
Louisiana,1459565,,,,2017,9,2016,2,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Tennessee,1689974,,,,2017,9,2016,3,
Guam,36163,3137,,3137,2017,9,2016,4,
Alabama,1046710,,,,2017,9,2016,2,
Arizona,1896166,419126,108549,310577,2017,9,2016,1,
Virginia,999546,,,,2017,9,2016,9,
"Rhode Island",283405,60337,60337,,2017,9,2016,6,
Connecticut,891841,219917,202955,16962,2018,8,2016,11,
Delaware,206170,61395,10525,50870,2017,9,2016,4,
Maine,262731,,,,2018,8,2016,10,
Pennsylvania,2824584,776319,733629,42690,2018,8,2016,12,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Alaska,161553,24528,24528,,2017,9,2016,8,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Kentucky,1317113,463859,463859,0,2018,8,2016,11,
Florida,4023691,,,,2018,8,2016,11,
Arkansas,944687,320997,310757,10240,2017,9,2016,9,
Montana,213080,58138,58138,,2017,9,2016,9,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Maine,272127,,,,2017,9,2016,2,
Connecticut,860230,209154,195232,13922,2017,9,2016,5,
Nevada,591288,200583,200583,,2017,9,2016,7,
Iowa,591377,148323,137662,10661,2017,9,2016,7,
Oregon,1005138,483581,403755,79826,2018,8,2016,11,
Michigan,2307957,617209,574606,42603,2017,9,2016,7,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Nebraska,232943,,,,2017,9,2016,1,
"New Jersey",1701675,564628,564628,,2017,9,2016,5,
Maine,269510,,,,2017,9,2016,3,
"South Carolina",1195085,,,,2017,9,2016,2,
Ohio,3033936,713324,655680,57644,2017,9,2016,9,
Alabama,1030995,,,,2018,8,2016,11,
"New Mexico",881190,252751,252751,,2017,9,2016,8,
Pennsylvania,2793840,744698,701615,43083,2017,9,2016,8,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Michigan,2372229,665259,616931,48328,2018,8,2016,12,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"West Virginia",565652,179572,179572,,2017,9,2016,6,
Alabama,1045963,,,,2017,9,2016,4,
Maryland,1143497,268776,268776,,2017,9,2016,7,
"Puerto Rico",1278215,384541,,384541,2017,9,2016,9,
"New Jersey",1702816,561765,561765,,2017,9,2016,2,
Michigan,2319880,623547,580883,42664,2017,9,2016,6,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Missouri,965396,,,,2017,9,2016,3,
Missouri,987737,,,,2018,8,2016,10,
Kentucky,1304861,451844,451844,,2017,9,2016,5,
Oklahoma,665228,,,,2017,9,2016,7,
Nevada,600294,204878,204878,0,2018,8,2016,10,
"West Virginia",565134,179285,179285,,2017,9,2016,5,
"District of Columbia",249397,106590,67486,39104,2018,8,2016,12,
"Rhode Island",283650,60223,60223,,2017,9,2016,7,
Minnesota,1134287,187060,186132,928,2017,9,2016,3,
"North Dakota",93087,21014,20020,994,2017,9,2016,7,"Awaiting state reporting/enrollment reasonableness review in progress"
Totals,75916593,15055201,11638011,3417190,2017,9,2016,7,
"Puerto Rico",1282077,381237,,381237,2017,9,2016,6,
Texas,4305237,,,,2017,9,2016,6,
"New Mexico",882470,258183,258183,0,2018,8,2016,11,
Nebraska,238860,,,,2018,8,2016,12,
"New Hampshire",192134,52892,52654,238,2017,9,2016,3,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"New Mexico",876288,250493,250493,,2017,9,2016,7,
"N. Mariana Islands",17000,,,,2017,9,2016,4,
"New Jersey",1698700,559161,559161,0,2018,8,2016,10,
Washington,1847025,619524,605472,14052,2018,8,2016,12,
California,12865067,3623005,3623005,0,2017,9,2016,4,"Awaiting state reporting/enrollment reasonableness review in progress"
Montana,191940,40056,40056,,2017,9,2016,1,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"North Carolina",2039595,,,,2017,9,2016,5,
Georgia,1855730,,,,2017,9,2016,9,
Idaho,316600,,,,2018,8,2016,10,
Mississippi,711197,,,,2018,8,2016,12,
Alaska,171261,28052,27945,107,2018,8,2016,10,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Totals,76093515,14746658,11341619,3405039,2017,9,2016,5,
"New Hampshire",188715,53286,53079,207,2017,9,2016,8,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Pennsylvania,2689833,624903,569441,55462,2017,9,2016,1,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Utah,335471,,,,2017,9,2016,5,
"N. Mariana Islands",17000,,,,2017,9,2016,2,
Connecticut,846411,213528,198738,14790,2017,9,2016,7,
Iowa,594666,149961,139278,10683,2017,9,2016,5,
Minnesota,1153769,189057,188319,738,2018,8,2016,10,
Idaho,319981,,,,2018,8,2016,12,
Michigan,2316625,632453,588022,44431,2017,9,2016,1,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Oregon,1102098,550610,478568,72042,2017,9,2016,3,
Louisiana,1466220,,,,2017,9,2016,1,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Alabama,1038571,,,,2017,9,2016,8,
Virginia,995213,,,,2017,9,2016,6,
"New York",6107856,1906826,259461,1647365,2017,9,2016,3,
Nebraska,236975,,,,2017,9,2016,3,
Maryland,1103730,248237,248237,,2017,9,2016,3,
Totals,75785795,15061950,11652481,3409469,2017,9,2016,8,
Nevada,591436,201613,201613,,2017,9,2016,6,
"N. Mariana Islands",15472,,,,2018,8,2016,12,
Colorado,1330977,443544,441402,2142,2017,9,2016,6,
Wyoming,64432,,,,2017,9,2016,1,
Minnesota,1147282,187516,186666,850,2017,9,2016,9,
Hawaii,326563,113854,20309,93545,2017,9,2016,5,
Colorado,1327920,442434,440160,2274,2017,9,2016,7,
Guam,35164,3441,,3441,2018,8,2016,12,
Ohio,3071157,708663,652169,56494,2017,9,2016,7,
Massachusetts,1858429,384060,0,384060,2018,8,2016,10,
Vermont,210322,64987,,64987,2017,9,2016,2,
Idaho,305900,,,,2017,9,2016,5,
Totals,75936729,14782994,11381854,3401140,2017,9,2016,6,
Iowa,594708,148605,137724,10881,2017,9,2016,9,
Oregon,1093489,548756,478110,70646,2017,9,2016,1,
Vermont,187776,58781,0,58781,2018,8,2016,10,
"New York",6136251,1906812,264994,1641818,2017,9,2016,4,
Florida,4023320,,,,2017,9,2016,8,
Totals,76373292,14684923,11273422,3411501,2017,9,2016,3,
Minnesota,1179139,192491,191828,663,2017,9,2016,4,
Wisconsin,1190904,,,,2018,8,2016,10,
Georgia,1873328,,,,2017,9,2016,3,
Alaska,157092,21550,21550,,2017,9,2016,5,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Florida,4026994,,,,2017,9,2016,4,
Nebraska,236411,,,,2017,9,2016,7,
Arizona,1905913,419057,107782,311275,2017,9,2016,8,
Virginia,996913,,,,2017,9,2016,8,
Hawaii,327927,114869,20581,94288,2017,9,2016,6,
Oklahoma,660803,,,,2017,9,2016,4,
Maryland,1073134,238068,238068,,2017,9,2016,1,
Pennsylvania,2709668,643317,587243,56074,2017,9,2016,2,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Puerto Rico",1284194,387646,,387646,2018,8,2016,11,
Missouri,977324,,,,2017,9,2016,6,
"New Hampshire",189906,53884,53673,211,2017,9,2016,9,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Oregon,1099324,550420,478843,71577,2017,9,2016,2,
"New Hampshire",204299,56228,56013,215,2018,8,2016,12,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"Rhode Island",281294,59451,59451,,2017,9,2016,4,
Mississippi,727912,,,,2017,9,2016,5,
"New Jersey",1713315,573414,573414,0,2018,8,2016,12,
"North Dakota",93445,21003,20002,1001,2017,9,2016,8,"Awaiting state reporting/enrollment reasonableness review in progress"
"New Jersey",1697455,563309,563309,,2017,9,2016,7,
"District of Columbia",246598,105292,66417,38875,2018,8,2016,10,
Michigan,2315163,625564,582268,43296,2017,9,2016,9,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Alabama,1036942,,,,2017,9,2016,9,
Wyoming,64093,,,,2017,9,2016,4,
"District of Columbia",245675,112703,72069,40634,2017,9,2016,2,
