state,total_medicaid_enrollees,total_viii_group_enrollees,total_viii_group_newly_eligible_enrollees,total_viii_group_not_newly_eligible_enrollees,updated_year,updated_month,enrollment_year,enrollment_month,notes
Montana,252830,95805,95805,0,2020,2,2019,6,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Florida,3790751,,,,2020,2,2019,2,
Colorado,1235646,378962,371819,7143,2020,2,2019,4,
Georgia,1960778,,,,2020,2,2019,4,
Massachusetts,1455990,336735,0,336735,2020,2,2019,6,
Wyoming,55709,,,,2020,2,2019,4,
Washington,1743962,559930,545495,14435,2020,2,2019,2,
"Virgin Islands",27617,12713,12678,12713,2020,2,2019,1,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Delaware,218971,62762,9817,52945,2020,2,2019,3,
Wisconsin,1183194,,,,2020,2,2019,5,
Wisconsin,1183431,,,,2020,2,2019,4,
Guam,35692,4193,,4193,2020,2,2019,5,
Illinois,2638758,672921,565283,107638,2020,2,2019,2,
"N. Mariana Islands",16446,,,,2020,2,2019,5,
"North Dakota",89555,19561,18641,920,2020,2,2019,2,
"Virgin Islands",29033,13514,,13514,2020,2,2019,6,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Missouri,881755,,,,2020,2,2019,3,
"New York",6153908,1911722,302526,1609196,2020,2,2019,1,
Maryland,1222071,310968,310968,0,2020,2,2019,3,
Connecticut,954542,267800,243656,24144,2020,2,2019,3,
California,12724664,3768331,3767510,821,2020,2,2019,2,
"West Virginia",522211,161875,161875,0,2020,2,2019,5,
Louisiana,1675222,507789,507789,0,2020,2,2019,2,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Ohio,2828477,555348,555079,269,2020,2,2019,4,
Wyoming,54259,,,,2020,2,2019,6,
Oregon,963477,464391,382716,81675,2020,2,2019,5,
"Puerto Rico",1212621,403672,,403672,2020,2,2019,2,
Nebraska,244419,,,,2020,2,2019,1,
Oklahoma,639764,,,,2020,2,2019,4,
Vermont,171269,56793,0,56793,2020,2,2019,1,
Michigan,2419259,690711,639880,50831,2020,2,2019,4,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Vermont,169458,55799,0,55799,2020,2,2019,3,
Iowa,603260,171270,156133,15137,2020,2,2019,3,
"New Hampshire",185135,54590,54307,283,2020,2,2019,2,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Connecticut,950722,266719,242640,24079,2020,2,2019,4,
"Virgin Islands",28626,13248,,13248,2020,2,2019,4,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Guam,35908,4208,,4208,2020,2,2019,3,
Minnesota,1060628,190089,189186,903,2020,2,2019,5,
Maine,250952,2922,2922,0,2020,2,2019,1,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Delaware,218326,62429,9542,52887,2020,2,2019,5,
Nebraska,243894,,,,2020,2,2019,5,
Texas,4204185,,,,2020,2,2019,2,
Florida,3771711,,,,2020,2,2019,6,
Alaska,207050,50745,50742,3,2020,2,2019,2,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Missouri,847272,,,,2020,2,2019,6,
Michigan,2443016,697752,645158,52594,2020,2,2019,2,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Mississippi,675003,,,,2020,2,2019,1,
Kentucky,1288626,449500,449500,0,2020,2,2019,4,
"North Carolina",2141148,,,,2020,2,2019,5,
"South Carolina",1269811,,,,2020,2,2019,3,
Arkansas,825397,250431,249523,908,2020,2,2019,6,
"North Carolina",2112241,,,,2020,2,2019,6,
Oklahoma,637768,,,,2020,2,2019,3,
Alabama,1033512,,,,2020,2,2019,3,
"West Virginia",524071,161070,161070,0,2020,2,2019,1,
"New Hampshire",184346,54127,53842,285,2020,2,2019,3,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Arkansas,822617,249308,248377,931,2020,2,2019,5,
Iowa,601388,169454,153747,15707,2020,2,2019,1,
Tennessee,1575689,,,,2020,2,2019,4,
Idaho,297787,,,,2020,2,2019,4,
Maine,268056,24824,18981,5843,2020,2,2019,5,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"Puerto Rico",1209026,420575,,420575,2020,2,2019,6,
"Rhode Island",303148,66446,66446,0,2020,2,2019,3,
Idaho,298258,,,,2020,2,2019,6,
Montana,258991,99706,99706,0,2020,2,2019,2,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Nevada,586808,209695,209695,0,2020,2,2019,6,
Wisconsin,1176174,,,,2020,2,2019,1,
Wisconsin,1178290,,,,2020,2,2019,3,
Maryland,1211974,309643,309643,0,2020,2,2019,1,
Kentucky,1289799,450707,450707,0,2020,2,2019,6,
"New Hampshire",180873,52421,52137,284,2020,2,2019,6,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Pennsylvania,2866740,774134,735455,38679,2020,2,2019,1,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Virginia,1470849,255592,255592,0,2020,2,2019,4,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Alabama,1035250,,,,2020,2,2019,6,
"N. Mariana Islands",16229,,,,2020,2,2019,4,
Tennessee,1586376,,,,2020,2,2019,6,
Alaska,206677,51144,51130,14,2020,2,2019,4,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Dist. Of Col.",260789,108049,66542,41507,2020,2,2019,2,
Indiana,1320319,309792,309792,0,2020,2,2019,2,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Ohio,2845367,562111,561835,276,2020,2,2019,2,
Kansas,354789,,,,2020,2,2019,4,
"New Mexico",837778,255147,255147,0,2020,2,2019,1,
Virginia,1531721,284466,284466,0,2020,2,2019,6,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Mississippi,674239,,,,2020,2,2019,3,
Totals,75071007,15462070,12178529,3283541,2020,2,2019,4,
Hawaii,312149,111530,20366,91164,2020,2,2019,3,
Hawaii,308739,110089,19919,90170,2020,2,2019,5,
Mississippi,674961,,,,2020,2,2019,5,
Totals,74215582,15269635,12003388,3266247,2020,2,2019,6,
Nevada,588394,210158,210158,0,2020,2,2019,5,
"North Carolina",2172915,,,,2020,2,2019,2,
Virginia,1401917,220580,220580,0,2020,2,2019,2,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
"Dist. Of Col.",260388,108097,66620,41477,2020,2,2019,1,
Georgia,1957134,,,,2020,2,2019,3,
"South Dakota",104691,,,,2020,2,2019,5,
"New Jersey",1620134,537233,537233,0,2020,2,2019,4,
California,12793749,3787369,3787362,7,2020,2,2019,1,
Michigan,2402672,680631,632048,48583,2020,2,2019,5,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Louisiana,1679275,508604,508604,0,2020,2,2019,1,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Arizona,1871082,425811,107086,318725,2020,2,2019,5,
Alaska,206812,50871,50867,4,2020,2,2019,3,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Colorado,1249008,386765,379757,7008,2020,2,2019,3,
"West Virginia",524465,161113,161113,0,2020,2,2019,2,
"New Jersey",1651766,551242,551242,0,2020,2,2019,1,
Nevada,587891,210227,210227,0,2020,2,2019,2,
Idaho,298643,,,,2020,2,2019,5,
Vermont,168482,55431,0,55431,2020,2,2019,4,
Tennessee,1584270,,,,2020,2,2019,5,
Oregon,967318,466720,385249,81471,2020,2,2019,4,
Montana,255239,98136,98136,0,2020,2,2019,3,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Pennsylvania,2848357,765577,726899,38678,2020,2,2019,6,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Dist. Of Col.",258517,106551,65573,40978,2020,2,2019,6,
"Virgin Islands",28363,13100,,13100,2020,2,2019,3,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Delaware,219432,62843,9784,53059,2020,2,2019,2,
Florida,3834674,,,,2020,2,2019,1,
Delaware,218611,62534,9593,52941,2020,2,2019,4,
Indiana,1320211,305297,305297,0,2020,2,2019,1,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Connecticut,955463,267707,243615,24092,2020,2,2019,5,
Alaska,207330,50515,50512,3,2020,2,2019,1,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Utah,290397,,,,2020,2,2019,1,
Tennessee,1541156,,,,2020,2,2019,2,
Louisiana,1618198,468309,468309,0,2020,2,2019,5,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
"New York",6116056,1895526,301806,1593720,2020,2,2019,4,
"Amer. Samoa",28183,,,,2020,2,2019,2,
Louisiana,1633613,478930,478930,0,2020,2,2019,4,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Washington,1727989,550819,536515,14304,2020,2,2019,5,
Iowa,604647,171352,155930,15422,2020,2,2019,2,
"New Jersey",1631808,541972,541972,0,2020,2,2019,3,
Washington,1728370,549684,535651,14033,2020,2,2019,6,
"New York",6102146,1890873,301778,1589095,2020,2,2019,5,
Kansas,363294,,,,2020,2,2019,3,
"Rhode Island",304249,66656,66656,0,2020,2,2019,2,
"North Dakota",91289,20160,19211,949,2020,2,2019,1,
Louisiana,1577893,460757,460757,0,2020,2,2019,6,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
"South Dakota",104303,,,,2020,2,2019,4,
"North Dakota",88829,19692,18765,927,2020,2,2019,6,
Arizona,1876550,427072,107443,319629,2020,2,2019,4,
Minnesota,1073560,193826,193000,826,2020,2,2019,4,
Ohio,2838197,559692,559418,274,2020,2,2019,3,
"Puerto Rico",1187816,386137,,386137,2020,2,2019,1,
Mississippi,673247,,,,2020,2,2019,6,
Guam,36253,4207,,4207,2020,2,2019,2,
Massachusetts,1418667,320525,0,320525,2020,2,2019,2,
Missouri,895137,,,,2020,2,2019,1,
"South Dakota",104328,,,,2020,2,2019,3,
California,12437994,3696925,3684894,12031,2020,2,2019,6,
Alabama,1033498,,,,2020,2,2019,5,
"Virgin Islands",27917,12846,,12846,2020,2,2019,2,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Totals,74812854,15399528,12111460,3288068,2020,2,2019,5,
Washington,1752554,563224,548937,14287,2020,2,2019,1,
Washington,1738596,553306,539068,14238,2020,2,2019,4,
Maine,261086,12210,12210,0,2020,2,2019,3,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Idaho,294796,,,,2020,2,2019,3,
Wyoming,56253,,,,2020,2,2019,1,
Oklahoma,644559,,,,2020,2,2019,2,
Utah,289310,,,,2020,2,2019,6,
Oklahoma,642886,,,,2020,2,2019,5,
"New Hampshire",182244,52903,52622,281,2020,2,2019,5,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Hawaii,311088,110824,20336,90488,2020,2,2019,2,
Indiana,1307223,309510,309510,0,2020,2,2019,6,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"New Jersey",1570169,518216,518216,0,2020,2,2019,6,
Missouri,858822,,,,2020,2,2019,5,
"New Hampshire",183038,53424,53138,286,2020,2,2019,4,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Missouri,890169,,,,2020,2,2019,2,
Ohio,2852643,561489,561221,268,2020,2,2019,1,
Nebraska,241856,,,,2020,2,2019,6,
Alabama,1030917,,,,2020,2,2019,4,
Hawaii,310597,110678,20114,90564,2020,2,2019,4,
Alaska,204493,51172,51157,15,2020,2,2019,6,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Massachusetts,1481856,337206,0,337206,2020,2,2019,1,
Florida,3659143,,,,2020,2,2019,3,
Wisconsin,1178036,,,,2020,2,2019,2,
Illinois,2592841,661292,553675,107617,2020,2,2019,5,
"Puerto Rico",1221409,410628,,410628,2020,2,2019,3,
Florida,3800560,,,,2020,2,2019,5,
"New York",6135558,1902691,301773,1600918,2020,2,2019,2,
Minnesota,1043848,187912,186981,931,2020,2,2019,3,
Montana,259773,99861,99861,0,2020,2,2019,1,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Colorado,1258689,389813,382675,7138,2020,2,2019,1,
Georgia,1961608,,,,2020,2,2019,1,
Tennessee,1545499,,,,2020,2,2019,3,
"Puerto Rico",1243952,430749,,430749,2020,2,2019,5,
Montana,257505,98741,98741,0,2020,2,2019,4,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"South Dakota",103998,,,,2020,2,2019,6,
Colorado,1234143,380442,373346,7096,2020,2,2019,6,
"West Virginia",521854,161259,161259,0,2020,2,2019,3,
Hawaii,301359,107314,19235,88079,2020,2,2019,6,
Iowa,606174,172153,157036,15117,2020,2,2019,4,
Virginia,1432250,237165,237165,0,2020,2,2019,3,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Arkansas,841490,254640,253702,938,2020,2,2019,1,
"South Carolina",1266461,,,,2020,2,2019,4,
"N. Mariana Islands",16109,,,,2020,2,2019,3,
Texas,4120865,,,,2020,2,2019,5,
Oregon,958178,461989,380236,81753,2020,2,2019,6,
Maryland,1215940,310237,310237,0,2020,2,2019,2,
Delaware,177665,62488,9547,52941,2020,2,2019,6,
Arizona,1880317,426279,107451,318828,2020,2,2019,2,
Virginia,1502380,271023,271023,0,2020,2,2019,5,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Maine,262988,19812,15399,4413,2020,2,2019,4,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Minnesota,1040633,185011,184151,860,2020,2,2019,6,
"New Hampshire",185469,55063,54786,277,2020,2,2019,1,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Ohio,2763388,526131,525890,241,2020,2,2019,6,
Texas,4219994,,,,2020,2,2019,1,
Mississippi,674544,,,,2020,2,2019,4,
"New Mexico",831563,254692,254692,0,2020,2,2019,3,
Kentucky,1294481,450936,450936,0,2020,2,2019,3,
Nebraska,245052,,,,2020,2,2019,2,
"Dist. Of Col.",260916,107772,66510,41262,2020,2,2019,4,
Utah,291922,,,,2020,2,2019,4,
Illinois,2668561,683826,576312,107514,2020,2,2019,1,
"Amer. Samoa",37829,,,,2020,2,2019,5,
Alabama,1030869,,,,2020,2,2019,1,
Kentucky,1290594,450702,450702,0,2020,2,2019,5,
California,12618740,3743642,3741168,2474,2020,2,2019,3,
"North Carolina",2154624,,,,2020,2,2019,4,
Connecticut,953795,266839,242907,23932,2020,2,2019,2,
Kansas,364113,,,,2020,2,2019,2,
"New Mexico",831546,257784,257784,0,2020,2,2019,5,
"West Virginia",520696,161429,161429,0,2020,2,2019,6,
"North Carolina",2178750,,,,2020,2,2019,1,
Maine,270006,28462,21514,6948,2020,2,2019,6,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"South Carolina",1268616,,,,2020,2,2019,2,
Pennsylvania,2868594,775938,736553,39385,2020,2,2019,4,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Arkansas,829466,250832,249912,920,2020,2,2019,4,
"Rhode Island",307572,68493,68493,0,2020,2,2019,1,
"Amer. Samoa",28183,,,,2020,2,2019,3,
Illinois,2619375,670127,562511,107616,2020,2,2019,3,
Utah,292719,,,,2020,2,2019,5,
Nebraska,245217,,,,2020,2,2019,3,
"New Jersey",1604005,531061,531061,0,2020,2,2019,5,
Georgia,1965793,,,,2020,2,2019,5,
"New Mexico",836101,255681,255681,0,2020,2,2019,2,
Colorado,1235211,379544,372306,7238,2020,2,2019,5,
Kentucky,1294292,450634,450634,0,2020,2,2019,1,
Guam,36415,4196,,4196,2020,2,2019,1,
Massachusetts,1452226,335973,0,335973,2020,2,2019,5,
"South Dakota",104494,,,,2020,2,2019,2,
Nevada,589216,210608,210608,0,2020,2,2019,4,
Louisiana,1673188,507668,507668,0,2020,2,2019,3,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Oklahoma,641671,,,,2020,2,2019,1,
Pennsylvania,2859228,773138,733961,39177,2020,2,2019,3,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Georgia,1957553,,,,2020,2,2019,2,
Idaho,294793,,,,2020,2,2019,2,
"Dist. Of Col.",261139,107983,66488,41495,2020,2,2019,3,
Totals,74877560,15439030,12169607,3269423,2020,2,2019,3,
Vermont,166532,54770,0,54770,2020,2,2019,6,
Oregon,963676,464703,384309,80394,2020,2,2019,2,
Indiana,1336106,313191,313191,0,2020,2,2019,4,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Michigan,2421046,689970,636973,52997,2020,2,2019,1,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Ohio,2808448,546779,546532,247,2020,2,2019,5,
Iowa,604790,172180,157341,14839,2020,2,2019,6,
Alaska,206036,51347,51330,17,2020,2,2019,5,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Wyoming,54601,,,,2020,2,2019,2,
Indiana,1323990,313049,313049,0,2020,2,2019,5,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"West Virginia",522250,161591,161591,0,2020,2,2019,4,
Connecticut,952040,267885,243618,24267,2020,2,2019,6,
Texas,4194517,,,,2020,2,2019,3,
Montana,255804,97544,97544,0,2020,2,2019,5,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"Amer. Samoa",37829,,,,2020,2,2019,6,
"N. Mariana Islands",16305,,,,2020,2,2019,1,
Connecticut,947355,263967,240397,23570,2020,2,2019,1,
Vermont,170560,56608,0,56608,2020,2,2019,2,
"Rhode Island",300737,66236,66236,0,2020,2,2019,5,
"South Carolina",1250545,,,,2020,2,2019,6,
Missouri,870719,,,,2020,2,2019,4,
Mississippi,674568,,,,2020,2,2019,2,
Totals,75376060,15464581,12226412,3250847,2020,2,2019,1,
"North Dakota",87694,19140,18275,865,2020,2,2019,3,
"N. Mariana Islands",16336,,,,2020,2,2019,6,
Washington,1737288,555549,541176,14373,2020,2,2019,3,
Guam,35499,4171,,4171,2020,2,2019,6,
Guam,35865,4216,,4216,2020,2,2019,4,
Michigan,2435356,698135,645972,52163,2020,2,2019,3,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"South Carolina",1267524,,,,2020,2,2019,1,
"New Mexico",825498,256424,256424,0,2020,2,2019,6,
Virginia,1356905,198653,198653,0,2020,2,2019,1,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Oklahoma,639506,,,,2020,2,2019,6,
Wyoming,54910,,,,2020,2,2019,5,
Maryland,1224567,309844,309844,0,2020,2,2019,4,
Arkansas,832662,251077,250141,936,2020,2,2019,2,
"Amer. Samoa",37829,,,,2021,1,2019,9,
Guam,35385,4168,,4168,2021,1,2019,8,
Totals,74488451,15037252,11749529,3287723,2021,1,2019,7,
Michigan,2373597,665811,609473,56338,2021,1,2019,7,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"South Carolina",1292804,,,,2021,1,2019,8,
Alabama,1046192,,,,2021,1,2019,9,
Nevada,588123,210184,210184,0,2021,1,2019,8,
Alaska,212689,52827,52825,2,2021,1,2019,7,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
California,12476326,3709976,3693220,16756,2021,1,2019,9,
Colorado,1231471,375957,367859,8098,2021,1,2019,7,
Florida,3766588,,,,2021,1,2019,9,
Totals,75625105,15455475,12181181,3274294,2021,1,2019,9,
Montana,253496,95867,95867,0,2021,1,2019,7,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Oklahoma,646471,,,,2021,1,2019,7,
"Puerto Rico",1159060,403986,,403986,2021,1,2019,9,
Michigan,2378653,666110,613099,53011,2021,1,2019,9,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"North Dakota",88139,19474,18558,916,2021,1,2019,9,
Minnesota,1040957,183685,182882,803,2021,1,2019,9,
Washington,2569226,547912,534210,13702,2021,1,2019,9,
Idaho,287072,0,0,0,2021,1,2019,9,"Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
"West Virginia",521981,161855,161855,0,2021,1,2019,8,
Georgia,1892562,,,,2021,1,2019,7,
"Rhode Island",299031,66694,66694,0,2021,1,2019,7,
Louisiana,1618375,470809,470809,0,2021,1,2019,9,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Tennessee,1581533,,,,2021,1,2019,9,
"North Carolina",2174429,,,,2021,1,2019,8,
Ohio,2836894,627909,627606,303,2021,1,2019,7,
Alabama,1043767,,,,2021,1,2019,8,
Maine,277568,38458,28665,9793,2021,1,2019,8,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"N. Mariana Islands",16484,,,,2021,1,2019,9,
"Virgin Islands",29472,13684,,13684,2021,1,2019,7,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Vermont,166496,54410,0,54410,2021,1,2019,8,
Connecticut,949434,266955,242723,24232,2021,1,2019,7,
Missouri,838406,,,,2021,1,2019,8,
"New Jersey",1618646,533146,533146,0,2021,1,2019,7,
Arkansas,830083,253168,252201,967,2021,1,2019,8,
Kansas,358081,,,,2021,1,2019,7,
"New Hampshire",180680,51773,51491,282,2021,1,2019,8,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
Kentucky,1288398,451066,451066,0,2021,1,2019,7,
"Amer. Samoa",37829,,,,2021,1,2019,7,
Alaska,213560,53172,53169,3,2021,1,2019,9,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Iowa,604398,173062,157854,15208,2021,1,2019,8,
Colorado,1229180,379745,372024,7721,2021,1,2019,9,
Arizona,1888238,430695,107682,323013,2021,1,2019,8,
Arizona,1878446,426398,106815,319583,2021,1,2019,7,
Montana,252012,94674,94674,0,2021,1,2019,8,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"South Dakota",103760,,,,2021,1,2019,8,
Montana,250769,93925,93925,0,2021,1,2019,9,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Ohio,2815129,610731,610427,304,2021,1,2019,9,
Tennessee,1599108,,,,2021,1,2019,7,
Hawaii,310623,110223,19872,90351,2021,1,2019,8,
Maine,279740,40911,30343,10568,2021,1,2019,9,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Massachusetts,1731120,342411,0,342411,2021,1,2019,7,
Virginia,1255630,293565,293565,0,2021,1,2019,7,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
"New Jersey",1608263,529032,529032,0,2021,1,2019,9,
"New York",6110966,1887066,306927,1580139,2021,1,2019,8,
Delaware,213738,62546,9515,53031,2021,1,2019,8,
Oregon,962773,465376,382212,83164,2021,1,2019,8,
"Puerto Rico",1167065,408694,,408694,2021,1,2019,7,
"Dist. Of Col.",260191,107317,66030,41287,2021,1,2019,9,
"West Virginia",520402,161115,161115,0,2021,1,2019,9,
Wyoming,54150,,,,2021,1,2019,7,
Missouri,839308,,,,2021,1,2019,7,
Washington,1727726,549929,535847,14082,2021,1,2019,8,
Florida,3814296,,,,2021,1,2019,7,
Louisiana,1618143,470125,470125,0,2021,1,2019,8,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Oklahoma,649492,,,,2021,1,2019,8,
Hawaii,310962,110717,19881,90836,2021,1,2019,9,
Illinois,2680627,685985,577871,108114,2021,1,2019,7,
Pennsylvania,2832785,762480,724771,37709,2021,1,2019,9,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
