state,total_medicaid_enrollees,total_viii_group_enrollees,total_viii_group_newly_eligible_enrollees,total_viii_group_not_newly_eligible_enrollees,updated_year,updated_month,enrollment_year,enrollment_month,notes
Washington,1752274,553653,538673,14980,2017,7,2015,6,
Texas,4314250,,,,2017,7,2015,10,
Vermont,205355,59189,,59189,2017,7,2015,9,
"New Jersey",1706282,576958,576958,0,2017,7,2015,2,
"South Carolina",1219575,,,,2017,7,2015,6,
Delaware,206571,59308,9895,49413,2017,7,2015,1,
Georgia,1867314,,,,2017,7,2015,11,
"American Samoa",36726,,,,2017,7,2015,7,
"West Virginia",544129,165706,165706,0,2017,7,2015,6,
"N. Mariana Islands",17000,,,,2017,7,2015,2,
Hawaii,306632,98417,33854,64563,2017,7,2015,7,
Maine,278348,,,,2017,7,2015,4,
Colorado,1272951,384925,383039,1886,2017,7,2015,10,
"New Jersey",1706670,565503,565503,0,2017,7,2015,9,"Awaiting state reporting/enrollment reasonableness review in progress"
Delaware,209358,58999,9312,49687,2017,7,2015,11,
Mississippi,745775,,,,2017,7,2015,4,
Oregon,1083511,526306,460709,65597,2017,7,2015,7,
Wisconsin,1205893,,,,2017,7,2015,4,
"Puerto Rico",1108446,395497,,395497,2017,7,2015,9,
Alabama,1050989,,,,2017,7,2015,7,
Indiana,1217064,307714,178357,129357,2017,7,2015,8,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"District of Columbia",242684,107465,66553,40912,2017,7,2015,11,
Michigan,2304433,593408,557097,36311,2017,7,2015,9,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Indiana,1073787,148262,53862,94400,2017,7,2015,2,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Oklahoma,744445,,,,2017,7,2015,1,
Idaho,302043,,,,2017,7,2015,11,
Vermont,206350,60848,0,60848,2017,7,2015,10,
Utah,327322,,,,2017,7,2015,3,
Georgia,1869933,,,,2017,7,2015,12,
Tennessee,1647181,,,,2017,7,2015,11,
Michigan,2192397,528416,493138,35278,2017,7,2015,1,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Washington,1813800,592114,577422,14692,2017,7,2015,12,
Tennessee,1541027,,,,2017,7,2015,2,
"South Dakota",109596,,,,2017,7,2015,5,
Vermont,201355,57492,0,57492,2017,7,2015,5,
Kentucky,1256961,416131,416131,,2017,7,2015,7,
Indiana,1244321,361687,222364,139323,2017,7,2015,12,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Nevada,571184,189623,189623,0,2017,7,2015,10,
Wyoming,68680,,,,2017,7,2015,5,
"Virgin Islands",15254,,,,2017,7,2015,3,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Maine,275128,,,,2017,7,2015,8,
Maine,275524,,,,2017,7,2015,9,
"South Carolina",1205228,,,,2017,7,2015,4,
Guam,35521,2935,,2935,2017,7,2015,6,
"New Jersey",1703212,559321,559321,0,2017,7,2015,10,
Georgia,1871484,,,,2017,7,2015,8,
Delaware,208500,60548,10062,50486,2017,7,2015,2,
Indiana,1077856,,,,2017,7,2015,1,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Mississippi,746151,,,,2017,7,2015,3,
Virginia,981581,,,,2017,7,2015,6,
"Virgin Islands",16860,,,,2017,7,2015,4,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Maine,275226,,,,2017,7,2015,7,
"South Dakota",108416,,,,2017,7,2015,12,
Louisiana,1444601,,,,2017,7,2015,12,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Connecticut,826813,195437,180766,14671,2017,7,2015,11,
Florida,4016200,,,,2017,7,2015,10,
Utah,327471,,,,2017,7,2015,11,
"Puerto Rico",1117894,395355,,395355,2017,7,2015,7,
Kansas,369197,,,,2017,7,2015,1,
"South Dakota",108373,,,,2017,7,2015,11,
"New York",6310239,2060614,280173,1780441,2017,7,2015,11,
Alaska,125747,,,,2017,7,2015,1,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"New York",6120209,1623702,237559,1386143,2017,7,2015,2,
Massachusetts,1805041,384390,0,384390,2017,7,2015,12,
"South Carolina",1167074,,,,2017,7,2015,11,
"American Samoa",40517,,,,2017,7,2015,12,
"North Dakota",86930,18505,17970,535,2017,7,2015,3,"Awaiting state reporting/enrollment reasonableness review in progress"
"District of Columbia",249170,60075,60075,0,2017,7,2015,5,
"North Carolina",1954661,,,,2017,7,2015,1,
Colorado,1194129,339944,338313,1631,2017,7,2015,2,
California,13876665,2806541,2806541,0,2017,7,2015,3,
Iowa,585978,146310,135963,10347,2017,7,2015,12,
"North Dakota",86944,19417,18829,588,2017,7,2015,11,"Awaiting state reporting/enrollment reasonableness review in progress"
Connecticut,816680,181371,163440,17931,2017,7,2015,5,
"South Dakota",109090,,,,2017,7,2015,9,
Arkansas,926918,252501,229604,22897,2017,7,2015,7,
Kansas,377503,,,,2017,7,2015,8,
"North Dakota",86773,18575,17971,604,2017,7,2015,5,
Alaska,130021,,,,2017,7,2015,4,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Oklahoma,753459,,,,2017,7,2015,3,
Vermont,204282,58790,,58790,2017,7,2015,8,
Wisconsin,1193394,,,,2017,7,2015,9,
Nebraska,233963,,,,2017,7,2015,10,
"New Mexico",840108,235425,235425,0,2017,7,2015,12,
Georgia,1836674,,,,2017,7,2015,4,
Michigan,2277163,588417,550595,37822,2017,7,2015,6,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"New York",6317220,2070815,285564,1785251,2017,7,2015,12,
Nevada,525968,163252,163252,0,2017,7,2015,6,
Ohio,3029613,567496,520890,46606,2017,7,2015,2,
Montana,130900,,,,2017,7,2015,4,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
California,13322528,3127900,3127900,0,2017,7,2015,8,"Awaiting state reporting/enrollment reasonableness review in progress"
"North Carolina",2004104,,,,2017,7,2015,12,
Totals,75909607,13472262,10068588,3403674,2017,7,2015,8,
"Rhode Island",275375,56277,56277,0,2017,7,2015,10,
Arkansas,914169,253001,230046,22955,2017,7,2015,5,
"New Jersey",1692561,552000,552000,0,2017,7,2015,11,
Nevada,524277,166590,166590,0,2017,7,2015,2,
Alabama,1044093,,,,2017,7,2015,2,
California,13366263,3058742,3058742,0,2017,7,2015,7,"Awaiting state reporting/enrollment reasonableness review in progress"
Iowa,583033,142742,133158,9584,2017,7,2015,8,
"North Dakota",87269,19517,18887,630,2017,7,2015,12,"Awaiting state reporting/enrollment reasonableness review in progress"
Oklahoma,699065,,,,2017,7,2015,8,
Illinois,3011535,662952,646897,16055,2017,7,2015,3,
"North Dakota",86639,18996,18380,616,2017,7,2015,9,"Awaiting state reporting/enrollment reasonableness review in progress"
Georgia,1843426,,,,2017,7,2015,5,
Montana,133147,,,,2017,7,2015,6,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Nebraska,236975,,,,2017,7,2015,3,
Idaho,299310,,,,2017,7,2015,5,
"South Carolina",1195718,,,,2017,7,2015,9,
"Puerto Rico",1324757,400122,,400122,2017,7,2015,11,
Michigan,2279029,589350,552236,37114,2017,7,2015,7,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Tennessee,1548261,,,,2017,7,2015,3,
Colorado,1221991,352472,350769,1703,2017,7,2015,4,
"Rhode Island",275385,58325,58325,0,2017,7,2015,6,
Utah,326061,,,,2017,7,2015,2,
Totals,75980395,13148194,9653478,3494716,2017,7,2015,5,
Illinois,2938060,656814,633388,23426,2017,7,2015,9,
"New Jersey",1681857,558276,558276,0,2017,7,2015,1,
"North Dakota",87182,19215,18566,613,2017,7,2015,10,"Awaiting state reporting/enrollment reasonableness review in progress"
Washington,1748214,546080,530631,15449,2017,7,2015,4,
Iowa,549588,120138,110878,9260,2017,7,2015,1,
Totals,75423850,11509407,8660581,2848826,2017,7,2015,1,
Florida,4029355,,,,2017,7,2015,5,
Massachusetts,1778079,360116,,360116,2017,7,2015,7,
"Puerto Rico",1109419,394078,,394078,2017,7,2015,8,
"Puerto Rico",1126482,400758,,400758,2017,7,2015,2,
Wisconsin,1191714,,,,2017,7,2015,12,
"American Samoa",40517,,,,2017,7,2015,10,
"N. Mariana Islands",17000,,,,2017,7,2015,8,
Idaho,300652,,,,2017,7,2015,10,
"American Samoa",36726,,,,2017,7,2015,3,
Nevada,555121,182223,182223,,2017,7,2015,7,
Louisiana,1462827,,,,2017,7,2015,10,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Guam,35835,2932,,2932,2017,7,2015,5,
"South Dakota",109527,,,,2017,7,2015,2,
"South Carolina",1212822,,,,2017,7,2015,5,
Oklahoma,676976,,,,2017,7,2015,11,
Maine,274458,,,,2017,7,2015,10,
Alaska,120077,1786,1786,,2017,7,2015,9,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Totals,75658628,12106215,9103944,3002271,2017,7,2015,2,
Texas,4323965,,,,2017,7,2015,3,
Idaho,303272,,,,2017,7,2015,12,
Maine,271406,,,,2017,7,2015,12,
"District of Columbia",249420,61404,61404,,2017,7,2015,7,
"West Virginia",530372,153051,153051,0,2017,7,2015,1,
"North Dakota",86670,18833,18211,622,2017,7,2015,7,"Awaiting state reporting/enrollment reasonableness review in progress"
"New Jersey",1718121,584361,584361,0,2017,7,2015,3,
"South Carolina",1231561,,,,2017,7,2015,7,
Hawaii,311377,103411,33791,69620,2017,7,2015,9,
Alabama,1048868,,,,2017,7,2015,11,
"New Hampshire",181532,42544,42315,229,2017,7,2015,4,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Minnesota,1160651,198573,197748,825,2017,7,2015,5,
Illinois,2934097,657819,633636,24183,2017,7,2015,10,
Tennessee,1567914,,,,2017,7,2015,4,
Kansas,371558,,,,2017,7,2015,2,
Washington,1770038,561565,546503,15062,2017,7,2015,8,
Pennsylvania,2441078,365067,318105,46962,2017,7,2015,3,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Vermont,208420,62411,0,62411,2017,7,2015,12,
"New Jersey",1736690,591705,591705,0,2017,7,2015,6,"Awaiting state reporting/enrollment reasonableness review in progress"
Nebraska,235134,,,,2017,7,2015,2,
"New York",6604170,2031363,263870,1767493,2017,7,2015,7,
Nevada,524902,164437,164437,0,2017,7,2015,5,
Kentucky,1274166,439044,439044,0,2017,7,2015,12,
Pennsylvania,2634932,573317,518394,54923,2017,7,2015,11,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Michigan,2311231,594553,557724,36829,2017,7,2015,8,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Connecticut,815915,183624,165710,17914,2017,7,2015,4,
Guam,35798,3029,,3029,2017,7,2015,9,
Arizona,1860481,400104,100483,299621,2017,7,2015,10,
Minnesota,1149993,198800,197948,852,2017,7,2015,3,
Georgia,1847089,,,,2017,7,2015,1,
"American Samoa",36726,,,,2017,7,2015,2,
Washington,1722940,535009,519492,15517,2017,7,2015,3,
Maryland,1159685,233174,233174,0,2017,7,2015,1,
Pennsylvania,2623228,557060,501650,55410,2017,7,2015,10,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Virginia,975003,,,,2017,7,2015,5,
"New Hampshire",180119,41590,41357,233,2017,7,2015,3,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"N. Mariana Islands",17000,,,,2017,7,2015,7,
Pennsylvania,2670350,603335,547962,55373,2017,7,2015,12,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Missouri,926536,,,,2017,7,2015,6,
Idaho,300242,,,,2017,7,2015,4,
Georgia,1825189,,,,2017,7,2015,3,
Colorado,1269735,379718,378214,1504,2017,7,2015,9,"Awaiting state reporting/enrollment reasonableness review in progress"
"New Mexico",837251,232964,232964,0,2017,7,2015,11,
Guam,36257,2892,,2892,2017,7,2015,3,
Michigan,2256295,577800,539601,38199,2017,7,2015,4,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"Rhode Island",277813,58629,58629,,2017,7,2015,9,
Wyoming,65026,,,,2017,7,2015,10,
Iowa,577718,139812,130511,9301,2017,7,2015,7,
Utah,325370,,,,2017,7,2015,7,
Maine,277542,,,,2017,7,2015,2,
Nebraska,232688,,,,2017,7,2015,9,
Arkansas,922160,252951,229677,23274,2017,7,2015,8,
"N. Mariana Islands",17000,,,,2017,7,2015,11,
Kentucky,1268713,433946,433946,0,2017,7,2015,11,
"North Dakota",85779,17872,17245,627,2017,7,2015,1,
Kansas,371933,,,,2017,7,2015,3,
California,13471736,2999555,2999555,0,2017,7,2015,6,"Awaiting state reporting/enrollment reasonableness review in progress"
Pennsylvania,2543029,476206,422776,53430,2017,7,2015,6,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Texas,4298147,,,,2017,7,2015,8,
Wyoming,65015,,,,2017,7,2015,12,
"Rhode Island",279851,59280,59280,0,2017,7,2015,12,
Massachusetts,1935129,389616,0,389616,2017,7,2015,2,
Vermont,195412,53761,0,53761,2017,7,2015,1,
Pennsylvania,2584200,519659,464922,54737,2017,7,2015,8,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Alabama,1050054,,,,2017,7,2015,10,
Missouri,904979,,,,2017,7,2015,4,
Maryland,1064080,220428,220428,,2017,7,2015,9,
Maine,273778,,,,2017,7,2015,11,
"West Virginia",554418,173215,173215,0,2017,7,2015,11,
"New Jersey",1733060,590585,590585,0,2017,7,2015,5,"Awaiting state reporting/enrollment reasonableness review in progress"
Idaho,297416,,,,2017,7,2015,6,
Hawaii,318073,108875,33881,74994,2017,7,2015,12,
Idaho,301173,,,,2017,7,2015,8,
Tennessee,1604714,,,,2017,7,2015,7,
Ohio,3056643,656958,609321,47637,2017,7,2015,8,
Guam,36315,2942,,2942,2017,7,2015,10,
Nevada,525937,166393,166393,0,2017,7,2015,1,
"Rhode Island",275835,58126,58126,,2017,7,2015,8,
Nebraska,231873,,,,2017,7,2015,6,
Wyoming,65220,,,,2017,7,2015,8,
Utah,327719,,,,2017,7,2015,4,
Minnesota,1156250,200301,199570,731,2017,7,2015,2,
Guam,36128,3025,,3025,2017,7,2015,8,
Texas,4282237,,,,2017,7,2015,6,
California,13783326,2879423,2879423,0,2017,7,2015,4,"Awaiting state reporting/enrollment reasonableness review in progress"
Guam,36315,2942,,2942,2017,7,2015,4,
Oregon,1055080,518904,452269,66635,2017,7,2015,12,
"District of Columbia",250078,62809,62809,,2017,7,2015,9,
Washington,1763703,558244,543005,15239,2017,7,2015,7,
Georgia,1858478,,,,2017,7,2015,7,
"New Jersey",1690998,551225,551225,0,2017,7,2015,12,
Florida,4005484,,,,2017,7,2015,11,
"West Virginia",540259,163363,163363,0,2017,7,2015,5,
Arkansas,1181571,276934,237755,39179,2017,7,2015,2,
Virginia,991161,,,,2017,7,2015,9,
"West Virginia",539092,162000,162000,0,2017,7,2015,4,
Illinois,2990911,623142,609406,13736,2017,7,2015,1,
"Rhode Island",277895,59165,59165,,2017,7,2015,7,
Oregon,1103956,546448,474810,71638,2017,7,2015,10,
Vermont,201885,57829,0,57829,2017,7,2015,6,
"West Virginia",554631,173016,173016,0,2017,7,2015,10,
Alaska,120154,,,,2017,7,2015,7,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Indiana,1164051,279517,159005,120512,2017,7,2015,6,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Mississippi,730354,,,,2017,7,2015,9,
Hawaii,286260,85011,33684,51327,2017,7,2015,1,
Montana,129663,,,,2017,7,2015,3,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"South Carolina",1172308,,,,2017,7,2015,12,
"New Mexico",824841,226924,226924,,2017,7,2015,8,
Nebraska,232497,,,,2017,7,2015,11,
Colorado,1241434,361944,360284,1660,2017,7,2015,6,
Montana,135686,,,,2017,7,2015,8,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Connecticut,822050,174804,155237,19567,2017,7,2015,6,
Arizona,1737981,353011,64484,288527,2017,7,2015,1,
Kansas,369145,,,,2017,7,2015,9,
Ohio,3158606,683222,626715,56507,2017,7,2015,10,
Oregon,1055508,520730,453306,67424,2017,7,2015,11,
"American Samoa",36726,,,,2017,7,2015,1,
Texas,4322140,,,,2017,7,2015,11,
Hawaii,314274,105192,33664,71528,2017,7,2015,10,
Missouri,935393,,,,2017,7,2015,8,
"New York",6583602,2019877,267636,1752241,2017,7,2015,9,
Wisconsin,1194301,,,,2017,7,2015,7,
Oklahoma,702654,,,,2017,7,2015,7,
Tennessee,1580857,,,,2017,7,2015,6,
Indiana,1151221,243388,129081,114307,2017,7,2015,4,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Florida,4020131,,,,2017,7,2015,1,
"Puerto Rico",1125810,398382,,398382,2017,7,2015,6,
Kansas,383308,,,,2017,7,2015,10,
Idaho,296530,,,,2017,7,2015,2,
Mississippi,723301,,,,2017,7,2015,12,
Delaware,210636,60006,9280,50726,2017,7,2015,12,
Utah,326625,,,,2017,7,2015,10,
Oklahoma,748977,,,,2017,7,2015,2,
"New York",6600403,2025294,266293,1759001,2017,7,2015,8,
Wisconsin,1197958,,,,2017,7,2015,5,
Massachusetts,1823653,370453,0,370453,2017,7,2015,10,
Maryland,1186270,260190,260190,0,2017,7,2015,3,
Kentucky,1267940,424667,424667,0,2017,7,2015,5,
Virginia,940300,,,,2017,7,2015,2,
"Virgin Islands",19724,857,,857,2017,7,2015,7,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Minnesota,1135410,190878,189999,879,2017,7,2015,9,
"North Carolina",1992113,,,,2017,7,2015,11,
Idaho,299830,,,,2017,7,2015,7,
Missouri,934883,,,,2017,7,2015,7,
"N. Mariana Islands",17000,,,,2017,7,2015,9,
Totals,75846722,13326840,9922340,3404500,2017,7,2015,7,
Connecticut,793160,182038,167890,14148,2017,7,2015,9,
Oregon,1105141,527765,458143,69622,2017,7,2015,5,
Totals,75771072,13594514,10176778,3417736,2017,7,2015,9,
Guam,36807,2871,,2871,2017,7,2015,2,
"New Hampshire",177148,38537,38179,358,2017,7,2015,2,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"Virgin Islands",14725,,,,2017,7,2015,1,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Maryland,1125293,219428,219428,0,2017,7,2015,4,
"New Hampshire",180955,43263,43065,198,2017,7,2015,5,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Delaware,209937,60674,9618,51056,2017,7,2015,4,
Minnesota,1194168,207856,207164,692,2017,7,2015,11,
Virginia,985915,,,,2017,7,2015,8,
Missouri,917094,,,,2017,7,2015,5,
Vermont,197911,55544,0,55544,2017,7,2015,2,
"District of Columbia",239052,103561,62110,41451,2017,7,2015,10,
Massachusetts,1789664,364102,,364102,2017,7,2015,9,
Alaska,120605,,,,2017,7,2015,8,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Oklahoma,703274,,,,2017,7,2015,10,
Arkansas,1183688,279433,239936,39497,2017,7,2015,3,
Massachusetts,1853806,380063,0,380063,2017,7,2015,11,
Texas,4297120,,,,2017,7,2015,4,
Wyoming,71083,,,,2017,7,2015,2,
Colorado,1283903,396006,394115,1891,2017,7,2015,11,
Pennsylvania,2316929,247868,211485,36383,2017,7,2015,1,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Connecticut,834566,190364,179140,11224,2017,7,2015,1,
Wyoming,65093,,,,2017,7,2015,9,
Nevada,525708,166801,166801,0,2017,7,2015,3,
"New Jersey",1728387,589980,589980,0,2017,7,2015,4,"Awaiting state reporting/enrollment reasonableness review in progress"
"North Dakota",86250,18641,18024,617,2017,7,2015,6,
"South Dakota",109509,,,,2017,7,2015,6,
Texas,4330126,,,,2017,7,2015,1,
Colorado,1172532,323765,322142,1623,2017,7,2015,1,
Wisconsin,1212987,,,,2017,7,2015,3,
"American Samoa",36726,,,,2017,7,2015,8,
"Virgin Islands",14865,,,,2017,7,2015,2,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
California,13977536,2770903,2770903,0,2017,7,2015,2,
"New Mexico",796158,214552,214552,0,2017,7,2015,4,
Iowa,562624,128800,119706,9094,2017,7,2015,3,
Minnesota,1154559,199745,198996,749,2017,7,2015,1,
Indiana,1166913,269293,150006,119287,2017,7,2015,5,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Wisconsin,1197034,,,,2017,7,2015,8,
Mississippi,724380,,,,2017,7,2015,11,
"Puerto Rico",1319978,396885,,396885,2017,7,2015,10,
"West Virginia",552314,169782,169782,,2017,7,2015,8,
Colorado,1232065,358112,356407,1705,2017,7,2015,5,
Indiana,1243049,342744,203308,139436,2017,7,2015,11,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Maryland,1061749,231484,231484,0,2017,7,2015,12,
Connecticut,824319,190561,179170,11391,2017,7,2015,2,
Nebraska,234106,,,,2017,7,2015,1,
Minnesota,1169596,198921,198233,688,2017,7,2015,7,
Connecticut,788454,172008,159360,12648,2017,7,2015,8,
Minnesota,1191273,204737,204075,662,2017,7,2015,10,
Arkansas,919768,291602,266741,24861,2017,7,2015,12,
Mississippi,733558,,,,2017,7,2015,8,
Tennessee,1615360,,,,2017,7,2015,8,
Iowa,571750,135186,126142,9044,2017,7,2015,5,
Maine,278383,,,,2017,7,2015,3,
Arizona,1878210,409659,104510,305149,2017,7,2015,11,
"N. Mariana Islands",17000,,,,2017,7,2015,1,
Illinois,2981099,668611,651810,16801,2017,7,2015,5,
Virginia,991195,,,,2017,7,2015,10,
"West Virginia",554210,174999,174999,0,2017,7,2015,12,
Hawaii,292221,88670,34120,54550,2017,7,2015,2,
Florida,4010895,,,,2017,7,2015,6,
"North Carolina",1976604,,,,2017,7,2015,9,
"South Dakota",108745,,,,2017,7,2015,10,
Kansas,373592,,,,2017,7,2015,4,
Alaska,121955,,,,2017,7,2015,3,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Michigan,2274041,601463,559567,41896,2017,7,2015,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"South Carolina",1200918,,,,2017,7,2015,2,
"Virgin Islands",20214,1605,,1605,2017,7,2015,8,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
"North Carolina",1975549,,,,2017,7,2015,6,
Delaware,211731,60824,9322,51502,2017,7,2015,7,
"District of Columbia",248125,56360,56360,0,2017,7,2015,1,
Nevada,579784,196446,196446,0,2017,7,2015,12,
Georgia,1850981,,,,2017,7,2015,6,
"New Mexico",804026,218456,218456,0,2017,7,2015,6,
California,13261078,3189635,3189635,0,2017,7,2015,9,"Awaiting state reporting/enrollment reasonableness review in progress"
Missouri,853193,,,,2017,7,2015,1,
Nebraska,235833,,,,2017,7,2015,4,
Texas,4282705,,,,2017,7,2015,7,
Nevada,559114,183742,183742,,2017,7,2015,8,
California,13111554,3334915,3334915,0,2017,7,2015,11,"Awaiting state reporting/enrollment reasonableness review in progress"
"North Carolina",1977368,,,,2017,7,2015,4,
Louisiana,1439036,,,,2017,7,2015,9,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Ohio,3084169,608785,561309,47476,2017,7,2015,4,
Totals,75781196,12360854,9313208,3047646,2017,7,2015,3,
"New Hampshire",183749,45132,44848,284,2017,7,2015,7,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"District of Columbia",249036,57734,57734,0,2017,7,2015,2,
"Virgin Islands",23506,3238,,3238,2017,7,2015,12,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Kentucky,1283812,436410,436410,0,2017,7,2015,4,
"New Mexico",784246,204879,204879,0,2017,7,2015,3,
Connecticut,819855,187271,173239,14032,2017,7,2015,3,
Washington,1773109,563821,548782,15039,2017,7,2015,9,
Maine,279024,,,,2017,7,2015,1,
Kentucky,1271289,428199,428199,0,2017,7,2015,3,
Utah,326119,,,,2017,7,2015,1,
Tennessee,1654238,,,,2017,7,2015,12,
Connecticut,810404,171831,158503,13328,2017,7,2015,7,
Massachusetts,1875935,410851,0,410851,2017,7,2015,4,
Delaware,210432,59719,9177,50542,2017,7,2015,9,
Texas,4282506,,,,2017,7,2015,5,
Louisiana,1415349,,,,2017,7,2015,5,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Connecticut,840619,200988,186967,14021,2017,7,2015,12,
Arizona,1727890,354143,68290,285853,2017,7,2015,2,
Totals,76137348,13899761,10367050,3532675,2017,7,2015,10,
"Puerto Rico",1135396,401565,,401565,2017,7,2015,5,
Oregon,1075072,517466,453684,63782,2017,7,2015,6,
Virginia,992788,,,,2017,7,2015,11,
Idaho,301233,,,,2017,7,2015,9,
Michigan,2273958,585168,547159,38009,2017,7,2015,5,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Arizona,1799729,377144,92235,284909,2017,7,2015,7,
Delaware,212189,60805,9246,51559,2017,7,2015,8,
Maine,276093,,,,2017,7,2015,5,
Louisiana,1376651,,,,2017,7,2015,1,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
